Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Last Funding Date,Classifier
WealthKernel,https://www.crunchbase.com/organization/wealthkernel,"Asset Management, B2B, Developer APIs, Developer Platform, Enterprise, Finance, FinTech, Software, Trading Platform","London, England, United Kingdom",WealthKernel is a supplier of infrastructure for companies looking to offer digital investment services.,6870681,USD,6870681,1/21/20,N
DoctorLogic,https://www.crunchbase.com/organization/doctorlogic,"Marketing, Medical, SaaS, Software","Plano, Texas, United States",DoctorLogic offers an EHR-integrated marketing service that helps doctors grow their practice.,7000000,USD,7000000,1/21/20,N
HelpAround,https://www.crunchbase.com/organization/helparound,"Health Care, mHealth","Bethesda, Maryland, United States",HelpAround uses the power of mobile to help specialty pharma optimize their patient services.,7590000,USD,7590000,1/21/20,N
RazorSecure,https://www.crunchbase.com/organization/razorsecure,"Cyber Security, Information Technology, Network Security, Real Time, Security, Software","Basingstoke, Hampshire, United Kingdom","RazorSecure is a cyber security software that provides continuous threat monitoring & active defence strategy for trains, buses, cars & etc.",3900000,GBP,5106887,1/21/20,N
Eupheus Learning,https://www.crunchbase.com/organization/eupheus-learning,"E-Learning, EdTech, Education","Delhi, Delhi, India",Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,4300000,USD,4300000,1/22/20,N
Placer,https://www.crunchbase.com/organization/placer,"Analytics, Computer, Geospatial, Internet, Location Based Services, Retail, Retail Technology, Software","Los Altos, California, United States",Placer.ai is on a mission to provide everyone access to large scale consumer real-world behavior.,16000000,USD,16000000,1/22/20,N
Bear Robotics,https://www.crunchbase.com/organization/bear-robotics-inc,"Artificial Intelligence, Retail Technology, Robotics, Software","Redwood City, California, United States",Bear Robotics reshapes food service with robotics and artificial intelligence.,35750000,USD,35750000,1/22/20,N
Anchore,https://www.crunchbase.com/organization/anchore-inc,"Cloud Security, Computer, Enterprise Software, Information Technology","Santa Barbara, California, United States",Anchore helps organizations implement secure container-based workflows without compromising velocity.,29000000,USD,29000000,1/22/20,N
Park+,https://www.crunchbase.com/organization/park-54bd,"Apps, Parking","Delhi, Delhi, India",Park+ is an interactive parking application.,12200000,USD,12200000,1/22/20,Y
Homeloop,https://www.crunchbase.com/organization/homeloop,Real Estate,"Paris, Ile-de-France, France","Homeloop is an online platform that helps users appraise the value of a property they want to sell, receive an offer to buy within 48 hours.",21000000,EUR,23262972,1/22/20,N
Relectrify,https://www.crunchbase.com/organization/relectrify,"Energy, Energy Storage, Solar","Melbourne, Victoria, Australia","Relectrify develops advanced battery control solutions, which increase the lifetime and reduce the cost of battery storage systems.",4520000,USD,4520000,1/22/20,Y
SENS Foods,https://www.crunchbase.com/organization/sens-foods,"Food and Beverage, Snack Food","London, England, United Kingdom",SENS Foods is an innovative food startup offering delicious products made with insect flour.,1900000,EUR,2108204,1/22/20,N
Sarwa.co,https://www.crunchbase.com/organization/sarwa-co,"FinTech, Wealth Management","Dubai, Dubai, United Arab Emirates",The first hybrid investment platform for young professionals in the region. Sarwa's platform makes expert investing easy and affordable.,9900000,USD,9900000,1/22/20,N
ForwardLane,https://www.crunchbase.com/organization/forwardlane,"Artificial Intelligence, Asset Management, Finance, Financial Services, Machine Learning, Natural Language Processing, PaaS, Wealth Management","New York, New York, United States",ForwardLane is an AI FinTech company.,41675000,USD,41675000,1/23/20,N
Ubeya,https://www.crunchbase.com/organization/ubeya,"Apps, Catering, Event Management, Mobile, Scheduling, Small and Medium Businesses, Software, Staffing Agency","Tel Aviv, Tel Aviv, Israel","Ubeya is an all-in-one platform that simplifies scheduling, time-tracking and communication with hourly employees via a mobile app.",4800000,USD,4800000,1/23/20,N
Scaeva Technologies,https://www.crunchbase.com/organization/scaeva-technologies-inc,"Cyber Security, Music","Gilroy, California, United States","Discovering and commercializing new ways to create, distribute and protect digital content.",2500000,USD,2500000,1/23/20,N
Samosa Singh,https://www.crunchbase.com/organization/samosa-singh,"Food and Beverage, Food Delivery, Food Processing, Snack Food","Bengaluru, Karnataka, India",Samosa Singh offers samosa an Indian snack that has different varieties for every regional preference.,2700000,USD,2700000,1/24/20,N
Daytrip,https://www.crunchbase.com/organization/daytrip,"Guides, Space Travel, Tourism, Transportation, Travel","Marylebone, Essex, United Kingdom",Daytrip is a platform connecting independent travelers with local drivers.,1600000,EUR,1777989,1/25/20,Y
MURAL,https://www.crunchbase.com/organization/mural-ly,"Collaboration, Enterprise Software, Product Design, SaaS, Unified Communications","San Francisco, California, United States",MURAL is the leading digital workspace for visual collaboration in the enterprise.,24275000,USD,24275000,1/27/20,N
OneDine,https://www.crunchbase.com/organization/onedine,"Apps, Food and Beverage, Hospitality, Leisure, Lifestyle, Mobile Apps, Mobile Payments, Retail Technology, Travel","Dallas, Texas, United States",OneDine is pioneering guest-side technology solutions for the restaurant and hospitality industries,7000000,USD,7000000,1/27/20,N
Merantix,https://www.crunchbase.com/organization/merantix,"Artificial Intelligence, Computer Vision, Health Care, Health Diagnostics, Machine Learning","Berlin, Berlin, Germany",Merantix is a research lab and venture studio in the space of artificial intelligence.,37548634,USD,37548634,1/27/20,N
Spring Health,https://www.crunchbase.com/organization/spring-care,"Artificial Intelligence, Health Care, Hospital, Machine Learning, Outpatient Care","New York, New York, United States",Spring uses AI to help patients with mental health problems feel better faster.,30000000,USD,30000000,1/27/20,Y
InterviewBit,https://www.crunchbase.com/organization/interviewbit,"E-Learning, Employment, Information Technology, Internet, Recruiting, Software","Bengaluru, Karnataka, India",E-learning platform that helps young software professionals scale up their careers,21500000,USD,21500000,1/28/20,N
AppOmni,https://www.crunchbase.com/organization/appomni,"Cloud Management, Cloud Security, Cyber Security, SaaS, Software","San Francisco, California, United States",AppOmni secures the applications that power the enterprise,13000000,USD,13000000,1/28/20,N
Wheel,https://www.crunchbase.com/organization/enzyme-health,"Health Care, Recruiting","Austin, Texas, United States",Wheel is the infrastructure powering virtual care.,15600000,USD,15600000,1/28/20,Y
ADVANO,https://www.crunchbase.com/organization/advano,"Advanced Materials, Energy, Energy Storage, Manufacturing, Nanotechnology","New Orleans, Louisiana, United States",ADVANO combines nanotechnology with fundamental chemical engineering principles to accelerate the renewable energy revolution.,23770000,USD,23770000,1/28/20,Y
AdmitHub,https://www.crunchbase.com/organization/admithub,"Artificial Intelligence, Education, Information Services, Virtual Assistant","Boston, Massachusetts, United States","AdmitHub offers free, expert admissions advising to all applicants everywhere.",11396000,USD,11396000,1/28/20,N
Shipamax,https://www.crunchbase.com/organization/shipamax,"Data Center Automation, Information Technology, iOS, Messaging, Real Time, Shipping, Software, Supply Chain Management","London, England, United Kingdom",Accelerating the next generation of supply chain,9500000,USD,9500000,1/28/20,N
Thistle,https://www.crunchbase.com/organization/thistle,"Health Care, Organic Food, Subscription Service","Berkeley, California, United States",Thistle is a healthy food and juice company.,6650000,USD,6650000,1/28/20,N
NexTravel,https://www.crunchbase.com/organization/nextravel,"Apps, Business Travel, Enterprise Software, Human Resources, SaaS, Small and Medium Businesses, Travel","Santa Monica, California, United States",NexTravel is a business travel platform that empowers businesses to have true ownership over their end-to-end booking experience.,4500000,USD,4500000,1/28/20,N
Pecan,https://www.crunchbase.com/organization/pecan,"Artificial Intelligence, Business Intelligence, Machine Learning, Predictive Analytics, Software","Tel Aviv, Tel Aviv, Israel","The Pecan Platform automates the entire predictive analytics process, reducing “time-to-model” from months to days.",15000000,USD,15000000,1/28/20,N
The Financial Gym,https://www.crunchbase.com/organization/the-financial-gym,"Financial Services, Fitness, Professional Services, Sports","New York, New York, United States","Financial Gym takes a fitness-inspired approach to finances, teaching you to make smarter money choices that add up over time. ",8051467,USD,8051467,1/28/20,N
neptune.ai,https://www.crunchbase.com/organization/neptune-ml,"Analytics, Artificial Intelligence, Information Technology, Internet, Software","Warsaw, Mazowieckie, Poland",The most lightweight experiment management tool that fits any workflow.,4700000,USD,4700000,1/28/20,N
Carbon Masters,https://www.crunchbase.com/organization/carbon-masters,Internet,"Whitley Bay, North Tyneside, United Kingdom","Carbon Masters helps organisations to measure, manage, reduce and report their carbon emissions.",,,,1/28/20,N
ADAY,https://www.crunchbase.com/organization/ecstase,"E-Commerce, Fashion, Internet","New York, New York, United States",Direct-to-consumer brand creating clothing of the future,10500000,USD,10500000,1/29/20,Y
Yumpingo,https://www.crunchbase.com/organization/yumpingo,"Analytics, Big Data, Business Intelligence, Information Technology, Mobile Payments, Restaurants","London, England, United Kingdom",Yumpingo is an internet company that specializes in customer engagement and analytics platforms designed for the Hospitality Industry.,12200752,USD,12200752,1/29/20,N
OLIPOP,https://www.crunchbase.com/organization/olipop,"Food and Beverage, Health Care","Oakland, California, United States",OLIPOP is the clinically backed consumer beverage that meets consumer’s real-world taste preferences in a delicious tonic.,12500000,USD,12500000,1/29/20,N
Codility,https://www.crunchbase.com/organization/codility,"Big Data, Consulting, Employment, Human Resources, Information Technology, Internet, Recruiting, SaaS, Skill Assessment, Software","London, England, United Kingdom","Codility is a SaaS platform that helps tech recruiters and hiring managers engage, recruit, and train stronger engineers, faster.",22073364,USD,22073364,1/30/20,N
Baton Systems,https://www.crunchbase.com/organization/baton-6ec5,"Financial Services, Information Technology","Fremont, California, United States","Baton Systems delivers advanced technology solutions, bringing an unseen level of speed, efficiency and accuracy for financial.",19100000,USD,19100000,1/30/20,N
